,precision,recall,f1-score,support
0,0.9426229508196722,0.8273381294964028,0.8812260536398469,139.0
1,0.6716417910447762,0.8035714285714286,0.7317073170731707,56.0
2,0.7169811320754716,0.8085106382978723,0.76,47.0
