,precision,recall,f1-score,support
0,0.9576271186440678,0.8129496402877698,0.8793774319066149,139.0
1,0.6133333333333333,0.8214285714285714,0.7022900763358778,56.0
2,0.6938775510204082,0.723404255319149,0.7083333333333333,47.0
