,precision,recall,f1-score,support
0,0.9583333333333334,0.8273381294964028,0.888030888030888,139.0
1,0.6388888888888888,0.8214285714285714,0.7187499999999999,56.0
2,0.72,0.7659574468085106,0.7422680412371133,47.0
