,precision,recall,f1-score,support
0,0.627906976744186,0.627906976744186,0.627906976744186,43.0
1,0.6410256410256411,0.5813953488372093,0.6097560975609757,43.0
2,0.7833333333333333,0.8392857142857143,0.8103448275862069,56.0
