,precision,recall,f1-score,support
0,0.65,0.6046511627906976,0.6265060240963854,43.0
1,0.6341463414634146,0.6046511627906976,0.6190476190476191,43.0
2,0.8032786885245902,0.875,0.8376068376068376,56.0
